id,created_at,ratee,rater,date,rating,athleticism_rating,rolling_rating,awareness_rating,decision_rating,effort_rating,comments,status
2857,,624,683,2024-07-30,3.0,5.0,4.0,2.0,,5.0,Didn’t look both ways very often. Rarely knew where all 6 balls were.,Complete
2856,,654,592,2024-07-30,4.0,2.0,4.5,3.5,4.0,4.0,"Shift 3:
great leader on court. Great overall. A little slow due to his age",Complete
2855,,682,575,2024-07-30,1.0,1.5,1.5,1.0,1.5,3.0,Needs to step out more when giving balls to players. Should be getting balls to players in one bounce instead of multiple. Should be paying more attention to back partner so she can balance balls,Complete
2854,,654,592,2024-07-30,3.5,2.0,3.5,3.0,4.5,4.0,"Shift 1:
good hands. Empty hands needs to come down",Complete
2853,,675,592,2024-07-30,0.5,1.0,0.5,0.5,1.0,0.5,"Shift 3:
fumbling balls. Slow rolls. Held onto the ball for a long time when she should’ve rolled it",Complete
2852,,675,592,2024-07-30,1.5,1.5,0.5,1.0,0.5,1.5,"Shift 2:
fumbling balls. Forgot hat. Slow rolls. Cross court roll",Complete
2851,,675,592,2024-07-30,1.5,1.0,0.5,2.0,1.0,1.5,"Shift 1:
bouncy rolls. Forgot new balls. Slow. Fumbles balls",Complete
2850,,616,592,2024-07-30,3.0,2.5,3.0,1.5,2.5,3.0,"Shift 1:
needs to put last ball down. Forgot new balls",Complete
2849,,514,592,2024-07-30,2.5,3.0,2.0,2.0,3.0,3.0,"Shift 4:
Did not put last ball in play down",Complete
2848,,514,592,2024-07-30,2.5,2.5,2.0,2.5,2.5,3.0,"Shift 2 & 3:
Still pretty average",Complete
2847,,514,592,2024-07-30,2.5,3.0,1.5,3.0,2.5,3.0,"Shift 1:
Accidentally brought phone to the court. Nothing stood out good or bad. Could work on rolls",Complete
2846,,682,586,2024-07-30,1.5,,,,,,rolls aren’t good. Gave player last ball in. She is ok but she’s definitely one of the weaker rookies. Slow balancing.,Complete
2845,,674,586,2024-07-30,2.0,,,,,,big poach with legum calling him off. Good not great.,Complete
2844,,515,586,2024-07-30,3.0,,,,,,"looks a bit casual when he is finished with whatever his primary task is. Almost got hit by a cardinal… Good balancer. Very slow getting to the player at changeover… Diana beat him by 10 seconds and she was coming from further. Judie outsprinted him to the umbrella this time. Good job getting balls off the floor while player looking elsewhere, ball in play down, good balances… just the occasional casualness that is holding him back from a better rating",Complete
2843,,664,586,2024-07-30,1.0,,,,,,missing balls with back consistently… needs to be checking more and doing the math.,Complete
2842,,659,586,2024-07-30,2.0,,,,,,Really struggled between 2.5 and 2.0 here… had a net not paying attention to him but needs to hold the ball out for longer to make sure if his net looks later he will see it. Solid rookie.,Complete
2841,,665,586,2024-07-30,2.0,,,,,,"zoned out once and missed his back partner with a ball, had to bring it to him. Fast and a pretty good rookie.",Complete
2840,,564,586,2024-07-30,3.5,,,,,,moving well and making good decisions.,Complete
2839,,524,586,2024-07-30,4.5,,,,,,handling odd situations well with good communication. She’s just so good with her order of operations… always players first but looking to deviate to get a ball if she has a moment. Very aware always.,Complete
2838,,648,586,2024-07-30,4.0,,,,,,"very fast, clearly knows what she’s doing. Good job getting the fans out quickly. A few minor hiccups when she was obstructed by the chair adverts but that was it. Making good decisions and very aware.",Complete
2837,,513,586,2024-07-30,4.0,,,,,,"Fast and has a higher work rate than anyone here. Handling JJ Wolf towel duty really well. Giving a 4… would really like to see her catch some balls to bump her to a 4.5, not even serves in warmups but balls that have been called out. Great shift.",Complete
2836,,670,586,2024-07-30,2.5,,,,,,"there are moments where it shows that she’s still a rookie… slight hesitations and the occasional rookie mistake. But she is doing really well and looks mostly confident. Good hands, not trying to catch balls hit at her but just receiving rolls and balances you can tell.",Complete
2835,,534,586,2024-07-30,4.5,,,,,,"Jack looks excellent! Super high effort. Just had a great sequence where a ball ended up in no man’s land on a first serve… he ran to net while the back took his spot… after the point Wolf asked for towel from the net and Jack was aware even tho he had just ran to net, got the towel and it was seamless. He looks quite good on towel, understands the players needs. Good communication with his nets when he’s handling towel.",Complete
2834,,611,586,2024-07-30,3.5,,,,,,"really good back shift! Handling towel well, balancing well. His back partners have been super strong, need to see it again where it isn’t as easy for him in order to give a 4.",Complete
2833,,670,600,2024-07-30,2.5,2.5,2.5,2.5,2.5,2.5,Still timid but made big improvement since yesterday,Complete
2832,,657,596,2024-07-29,4.0,4.0,4.0,3.0,4.0,4.0,,Complete
2830,,656,596,2024-07-29,4.0,4.0,4.0,4.0,4.0,4.0,,Complete
2829,,621,596,2024-07-29,4.0,5.0,5.0,5.0,4.0,5.0,Got better with each shift! Caught one of Ben Shelton serves in warmups,Complete
2826,,626,596,2024-07-29,5.0,5.0,5.0,5.0,5.0,5.0,Very good!,Complete
2825,,678,596,2024-07-29,3.0,5.0,3.0,3.0,4.0,5.0,,Complete
2824,,617,596,2024-07-29,3.0,5.0,4.0,3.0,3.0,5.0,,Complete
2823,,534,596,2024-07-29,3.0,4.0,4.0,3.0,4.0,5.0,"Had time to get back to back spot, eager to go to bet on the bounces off wall",Complete
2822,,660,596,2024-07-28,4.0,4.0,3.0,4.0,4.0,4.0,,Complete
2821,,654,596,2024-07-28,4.0,4.0,4.0,4.0,4.0,4.0,,Complete
2820,,669,596,2024-07-28,4.0,4.0,4.0,4.0,4.0,4.0,,Complete
2819,,518,596,2024-07-28,4.0,4.5,4.0,4.0,4.0,4.0,,Complete
2818,,549,596,2024-07-28,4.0,4.0,4.0,4.0,4.0,4.0,,Complete
2817,,521,596,2024-07-28,5.0,5.0,5.0,5.0,5.0,5.0,Solid!,Complete
2816,,680,596,2024-07-28,4.0,4.0,4.0,4.0,4.0,4.0,,Complete
2815,,614,596,2024-07-27,4.0,4.0,4.0,4.0,4.0,4.0,,Complete
2814,,659,596,2024-07-27,4.0,4.0,4.0,4.0,4.0,4.0,,Complete
2813,,656,600,2024-07-30,4.0,,,4.0,,,Paying attention while on break. Went to get a ball that flew from grandstand to court 5,Complete
2812,,564,596,2024-07-27,4.0,4.0,4.0,4.0,4.0,4.0,,Complete
2811,,515,596,2024-07-27,4.0,4.0,4.0,3.0,4.0,5.0,,Complete
2810,,542,596,2024-07-27,5.0,4.0,5.0,4.0,5.0,5.0,,Complete
2809,,536,596,2024-07-27,4.0,4.0,4.0,4.0,4.0,4.0,,Complete
2808,,628,596,2024-07-27,3.0,4.0,4.0,4.0,3.0,5.0,,Complete
2807,,674,596,2024-07-27,4.0,4.0,4.0,4.0,4.0,4.0,,Complete
2806,,675,596,2024-07-27,4.0,4.0,4.0,4.0,4.0,4.0,,Complete
2805,,635,600,2024-07-30,2.5,,2.5,,,,Slow but smooth rolls to back,Complete
2804,,661,596,2024-07-30,4.0,4.0,4.0,4.0,4.0,4.0,,Complete
2802,,545,596,2024-07-30,4.0,4.0,4.0,3.0,3.0,5.0,Still looks lost on changeovers sometimes where to be,Complete
2801,,562,596,2024-07-30,5.0,5.0,5.0,5.0,5.0,5.0,Very solid and fast!,Complete
2800,,676,596,2024-07-30,4.0,4.0,4.0,4.0,4.0,5.0,,Complete
2799,,622,596,2024-07-30,4.0,4.0,4.0,4.0,4.0,5.0,Still a little hesitant,Complete
2797,,682,600,2024-07-30,3.5,,,3.0,,3.5,Having a pretty solid shift. Balancing throws are a bit slow. Also doesn’t seem entirely confident in what to do at any given time,Complete
2795,,520,596,2024-07-30,5.0,5.0,5.0,5.0,5.0,5.0,Runs in the family,Complete
2794,,575,586,2024-07-30,5.0,,,,,,Excellent,Complete
2793,,682,600,2024-07-30,4.0,,,,,4.0,Great hustle back to her back position at the end of changeover. Also throws are nice and strong. Sometimes bounce above players waist though,Complete
2792,,612,592,2024-07-28,2.5,2.5,2.5,2.5,2.5,2.5,"Solid and consistent, but could be faster with everything",Complete
2791,,574,592,2024-07-30,4.0,4.5,4.0,4.0,4.5,5.0,Sweaty. Arms flailing,Complete
2790,,536,592,2024-07-30,3.5,3.5,2.5,3.5,4.0,3.5,"2 am stadium shift:
Solid. Could work on rolls a bit.",Complete
2789,,608,592,2024-07-30,1.5,2.5,2.0,0.5,4.0,2.0,"2 am stadium shift:
Let a ball roll from the receiving side to the service side without even noticing the ball causing a wait please",Complete
2788,,628,592,2024-07-30,3.0,3.0,3.0,2.0,3.0,3.5,Did not look both ways between points and was not ready for a ball to come down from the receiving side,Complete
2787,,672,592,2024-07-30,4.5,4.5,4.5,4.0,4.5,4.5,"2 am stadium shift:
Fast. Great rolls. Great effort",Complete
2786,,551,592,2024-07-29,2.5,2.5,1.0,2.0,1.0,3.0,"Stadium shift:
ran across net during a service change and left a ball stranded on the new receiving side. Also ran across the net for no reason forcing his partner to run across. Rolls are still bouncy",Complete
2785,,618,592,2024-07-29,4.0,4.0,4.0,4.0,4.0,4.0,"2 am stadium shift:
Last shift for the tournament and ended it with a bang. Great hustle and effort. Good freeze frame",Complete
2784,,618,592,2024-07-29,3.5,2.0,3.0,4.0,4.0,4.0,"Shift 1:
Good awareness and decision making. Fumbles the ball here and there. Not the fastest.",Complete
2783,,681,592,2024-07-29,3.0,3.0,2.5,2.0,2.0,3.0,Still very good for a first year. Hesitates still on when to cross court and rolling balls down. Runs back to his position by the net before rolling a ball instead of rolling from where he received it,Complete
2782,,622,592,2024-07-29,2.0,2.5,2.0,2.0,1.0,2.0,"Shift 1:
Didn’t balance when he had the chance to.",Complete
2781,,676,592,2024-07-29,2.0,1.5,1.0,2.0,2.0,1.5,"Shift 2:
Still cactus arms. Bouncy rolls",Complete
2780,,650,592,2024-07-29,3.5,3.0,3.0,3.5,3.5,3.0,"Shift 2:
Still good. Pretty consistent.",Complete
2779,,650,592,2024-07-29,3.5,3.5,2.5,3.5,3.0,3.5,"Shift 1:
Last ball in play is down. Good communication and awareness",Complete
2778,,660,643,2024-07-30,5.0,5.0,5.0,5.0,5.0,5.0,Really impressed by Rohan for his first year!!,Complete
2777,,680,599,2024-07-29,3.0,,,,,,Net: Getting better but still slow at processing certain situations. Generally reliable,Complete
2776,,513,599,2024-07-29,3.5,,,,,,Back: Good aggressiveness and balancing. Does not try to catch anything,Complete
2775,,612,599,2024-07-29,3.0,,,,,,Back: Did not show up for a shift,Complete
2774,,582,599,2024-07-29,3.0,,,,,,Back: Still losing track of the score somtimes,Complete
2773,,561,599,2024-07-29,3.5,,,,,,Net: had some order of operations issues but put in a good shift,Complete
2772,,619,599,2024-07-29,3.5,,,,,,Back: some bouncy rolls and can be more active in balancing but overall solid,Complete
2771,,660,599,2024-07-29,3.0,,,,,,Back: Got better over the course of the day,Complete
2770,,630,599,2024-07-29,3.0,,,,,,Net: Some situational hiccups. Legs are moving but he is not,Complete
2769,,663,599,2024-07-29,2.5,,,,,,Back: Rolls were very bouncy. Left most balls for his partner to get,Complete
2768,,584,599,2024-07-29,2.5,,,,,,Back: rolls were 🤮🤮,Complete
2767,,554,599,2024-07-29,4.5,,,,,,Back: Assertive on the court and had some great catches,Complete
2766,,669,602,2024-07-30,3.5,,,,,,Recognized the even ball change order of ops,Complete
2765,,674,602,2024-07-30,3.0,,,,,,Decent rook,Complete
2764,,575,602,2024-07-30,4.5,,,,,,Just a fantastic dude. Ballcrew of the year,Complete
2763,,515,602,2024-07-30,4.0,,,,,,Locked in. Cares more than anyone,Complete
2762,,682,602,2024-07-30,2.5,,,,,,Was actually mostly fine,Complete
2761,,617,602,2024-07-30,3.5,,,,,,Smart across the board,Complete
2760,,673,602,2024-07-30,3.5,,,,,,Solid rook,Complete
2759,,640,602,2024-07-30,3.0,,,,,,You know,Complete
2758,,613,602,2024-07-30,3.5,,,,,,On top of everything,Complete
2757,,558,602,2024-07-30,4.0,,,,,,Lights out,Complete
2756,,681,602,2024-07-30,2.5,,,,5.0,,Decent shift with some hesitation,Complete
2755,,544,602,2024-07-30,2.0,,,,,,Missed even ball change,Complete
2754,,613,575,2024-07-29,3.0,3.0,3.5,3.5,3.0,3.5,Needs to remember to put last ball down. Can be better with proactively balancing. If a player is asking for a towel he can do a better job at paying more attention to the player to make sure he doesn’t miss a player signaling for a towel,Complete
2753,,668,575,2024-07-29,3.5,3.5,3.5,3.5,3.5,4.5,Made a good improvement over the first couple of days but needs to work on putting first ball down l. Also can still be a little better at using the time a player isn’t looking to pick up or stop balls from going to the fence,Complete
2752,,665,602,2024-07-29,3.0,,,,,,yeah this is a solid rook,Complete
2751,,618,574,2024-07-30,3.0,1.5,3.0,4.0,2.5,3.5,"There were multiple times tonight where she didn't correctly collect balls from a balance/net roll to her. One instance ended up with a ""wait please."" Hands are not great which did not help her in those scenarios. Better hands and decision making would help her improve.",Complete
2750,,536,574,2024-07-30,3.5,3.0,3.5,4.0,4.0,4.0,"Solid all-around. Reliable on court as a follower and leader. Does things right practically all the time. Few weaknesses, if any.",Complete
2749,,608,574,2024-07-30,2.5,2.5,2.5,2.5,3.0,3.0,About average in most areas. Court knowledge is good but there are times when he forgets a ball needs to be rolled to him. Often checks with backs but is not quick enough when doing so.,Complete
2748,,669,574,2024-07-30,0.5,1.5,1.0,0.5,0.5,3.0,"Tough day for him. Passive when deciding whether or not to roll a ball. Never checks his backs and often doesn't see a ball that needs to be transferred. Rolls are lacking, to say the least. Effort is visible but the lack of athleticism is palpable. :(",Complete
2747,,668,574,2024-07-30,4.0,3.0,3.5,4.5,4.5,3.5,I saw very little but the awareness and decision making are very impressive for a rookie back. Effort is there too.,Complete
2746,,534,574,2024-07-29,3.5,3.5,3.5,4.0,4.0,3.5,"Just really solid all around. Doesn't make too many mistakes ever. Reliable and above average, but nothing incredibly superb.",Complete
2745,,532,574,2024-07-29,3.5,3.5,3.0,4.5,4.5,3.0,Great knowledge of what is happening on court. Excellent balances. Good overall. Effort could improve and the speed at which he operates could get faster.,Complete
2744,,628,574,2024-07-29,2.5,2.5,1.5,2.5,2.5,4.0,Rolls are lacking. Effort is strong. Decision making and awareness are coming along but still have a ways to go.,Complete
2743,,672,574,2024-07-29,5.0,4.5,5.0,4.5,5.0,5.0,My goodness those are some flat rolls!,Complete
2742,,583,574,2024-07-29,2.0,0.5,2.5,1.5,3.0,4.0,Left balls at her feet multiple times today. Failed to check her surroundings. Often forgets to put last ball down. Gives great effort all the time.,Complete
2741,,620,574,2024-07-29,5.0,5.0,4.5,5.0,5.0,5.0,If this kid does not make finals I will start a revolution.,Complete
2740,,523,574,2024-07-29,3.0,2.0,1.5,3.5,3.5,3.5,Very solid day for her. Rolling is a major weakness. Great general awareness and balancing with her partner.,Complete
2739,,659,574,2024-07-29,1.0,2.0,2.0,1.5,2.5,0.5,"Effort is a huge issue. Tendency to look sleepy, lazy, and distracted on court. Was told to pick up the pace but didn't do so significantly enough. Rolls are not great.",Complete
2738,,608,581,2024-07-29,4.0,,,,,,2 hour last shift is a great way to end the day. Excellent 20 point tiebreak,Complete
2737,,518,581,2024-07-29,4.0,,,,,,Great late night match. Few mistakes and dialed in for the whole 2 hours,Complete
2736,,664,577,2024-07-29,3.0,2.5,2.5,3.0,,3.0,"for a rookie, not bad but not the best in terms of speed/pace of facilitating the court",Complete
2735,,628,577,2024-07-29,2.5,2.5,,2.0,2.5,3.0,"solid but things don’t always seem to click on court, a missed ball or cross or communication every once in a while",Complete
2734,,635,572,2024-07-29,5.0,5.0,4.0,5.0,5.0,5.0,"Extremely well rounded net, very very good net",Complete
2733,,609,572,2024-07-29,4.0,4.0,3.5,5.0,5.0,5.0,"Made huge improvements from year 1 to year 2. Showing hands after almost every point, was balancing really well and adjusted well when he had a server who kept one ball. Understands the rules well too.",Complete
2732,,535,572,2024-07-29,2.0,2.5,4.0,1.5,2.0,4.0,"Struggled with doing towel and balls, did not do a good job with balancing, and did not show hands often",Complete
2731,,667,572,2024-07-29,2.5,3.0,4.0,2.5,2.5,3.0,Could be faster with changing sides as a net. Was using her head and not her eyes to follow the point. During a 1-0 accidentally put up the umbrella,Complete
2730,,663,572,2024-07-29,3.0,3.0,4.0,3.0,3.0,4.0,"Needs to show his hands after every point, was only showing hands about 1/3 of the points.",Complete
2729,,656,586,2024-07-29,2.5,,,,,,"looks good! Fast, good decisions. Rolling too fast when back isn’t ready. Rookie mistakes occasionally.",Complete
2728,,634,586,2024-07-29,4.0,,,,,,Deanna is very good. Great athleticism. Spectacular save on a bad Fishman roll. Would love to see her go for catches occasionally.,Complete
2727,,572,586,2024-07-29,2.0,,,,,,Ethan is not a very good net. He’s poaching like crazy and his net partners are having to compensate for him. He’s even been asking them for advise. Needs to be moved to back imo,Complete
2726,,521,586,2024-07-29,3.0,,,,,,"super high work rate but not always the proper decision. For example, running after a ball that bounces off the back wall to get it a few feet before the net, only to hand it to the net. He is fast",Complete
2725,,635,586,2024-07-29,4.0,,,,,,"very very good. A few small  mistakes that keep her from a 4.5 for me but she’s great. So fast, rolls are great.",Complete
2724,,663,586,2024-07-29,0.5,,,,,,"got the ball and didn’t realize he needed to send it down, then realized and sent a 2 bounce roll. Rolls are really bad. Did not understand Jeff’s stop sign. Has his phone with him on stadium",Complete
2723,,622,586,2024-07-29,2.5,,,,,,big improvement from last year… looks much more comfortable on court. Hands aren’t great and there’s a good bit of fumbling. So much more aware tho. I need to see it consistently to jump to a 3.0 star.,Complete
2722,,518,586,2024-07-29,3.5,,,,,,"rolling from the middle of the court. Good hands, quick. Shows hands after every point. Close to a 4 star",Complete
2721,,551,586,2024-07-29,3.0,,,,,,bouncy rolls and a little poachy sometimes. Knows what’s going on and looks way more comfortable than he did last year. Didn’t know which side balls went on at 7-5. Need a few less mistakes to bump to a 3.5 but he looks solid.,Complete
2720,,681,586,2024-07-29,3.0,,,,,,"I don’t hand out many 3.0 starts for rookies, much less on their 3rd day, but Mav looks awesome. high effort, good speed, and making good decisions. Most impressively there is rarely any hesitation… lots of crossing decisions this shift and even on the borderline ones he makes a decision quickly and commits to it. Could be surveying the court a little more… once he’s done with balls he kinda locks in looking forward even if the point doesn’t start for 10 seconds. Rolls are a little slow. Adjusting well when his net partner poaches him.",Complete
2719,,674,586,2024-07-29,2.5,,,,,,"Isn’t very fast. Some hesitation on occasion but for the most part seems to be making quick decisions. No mistakes really, just a solid rookie.",Complete
2718,,613,586,2024-07-29,3.5,,,,,,"crisp. Good job on a change of ends checking if the player wanted his one ball, recognizing she didn’t and then waited for the net to send the other 3.",Complete
2717,,544,586,2024-07-29,2.5,,,,,,doesn’t really move with any urgency. Didn’t cross on a ball he clearly should’ve crossed. Just slow moving in general,Complete
2716,,679,586,2024-07-29,2.0,,,,,,good not great. Still has plenty of rookie hesitations but good effort and looks fairly comfortable,Complete
2715,,562,586,2024-07-29,3.5,,,,,,great awareness and decisions with the exception of a few significant lapses where he gets super indecisive. Sometimes a bit casual on court when he doesn’t have a ball. I’ve heard a lot about him sleeping on shift and showing up late… none of that today tho he was calling me Mr. white so I think he was aware he had a chair on his team,Complete
2714,,673,586,2024-07-29,2.5,,,,,,"not crisp enough to warrant at 3.0 but he’s doing a lot of things right! Balancing well, aware, saved a ball from bouncing out of Harris. Need him to show hands to back partner more and cut out slight hesitations.",Complete
2713,,614,586,2024-07-29,1.5,,,,,,"pace is still too fast for him. He hesitates often, continually gave the player the last ball in play. Good effort but definitely not picking this up quickly",Complete
2712,,536,586,2024-07-29,4.0,,,,,,a few uncharacteristic mistakes that seemed to come from trying to do to much. Catching has improved. Maddocks is a great back,Complete
2711,,669,602,2024-07-29,2.5,,,,,,"Still nervous, bobbles, but locked in as much as possible",Complete
2710,,574,602,2024-07-29,4.0,,,,,,Good back shift,Complete
2709,,669,581,2024-07-29,3.0,,,,,,"Great late night shift, good aggression. Would run the balls up to the back If they were busy with the towel",Complete
2708,,536,602,2024-07-29,3.5,,,,,,Some tentative balancing,Complete
2706,,668,602,2024-07-29,3.5,,,,,,Really impressive rookie,Complete
2705,,628,602,2024-07-29,3.0,,,,,,Mistake free,Complete
2704,,618,602,2024-07-29,4.0,,4.0,,,,Model ballcrew for rooks,Complete
2703,,534,602,2024-07-29,4.0,,,,,,Very fast,Complete
2702,,518,602,2024-07-29,4.0,,,,,,"Fast, smooth",Complete
2701,,668,581,2024-07-29,3.5,,,,,,"Rose had an excellent 26 point late night tiebreak. Great court awarness, didn't lose track off the score",Complete
2700,,536,581,2024-07-29,4.0,,,,,,Good anticipation and balancing for two quick serving players. Excellent 26 point tiebreak,Complete
2699,,534,581,2024-07-29,4.0,,,,,,"Excellent late night shift, able to anticipate two quick serving players",Complete
2698,,672,577,2024-07-29,4.5,4.5,4.0,5.0,4.5,4.5,solid all the way around,Complete
2697,,574,577,2024-07-29,5.0,5.0,4.5,5.0,4.5,5.0,experienced excellence,Complete
2696,,620,577,2024-07-29,4.5,4.5,,5.0,4.5,5.0,not perfect but pretty darn good,Complete
2695,,536,602,2024-07-29,4.0,,,,,,Just stellar across the board,Deleted
2694,,584,602,2024-07-29,3.0,,,,,,Great balancing,Complete
2693,,674,575,2024-07-29,1.0,3.0,1.0,2.0,1.5,3.0,Should be more decisive when going for a ball or not. Should be looking both ways after a point especially when having to cross. Needs to work on when to roll got caught with a ball that could’ve been rolled or rolled balls at wrong moments at times,Complete
2692,,554,683,2024-07-29,5.0,5.0,5.0,5.0,5.0,5.0,"Perfect shift, great team member!",Complete
2690,,544,575,2024-07-29,2.5,3.0,3.5,2.5,3.0,3.5,Should be looking both ways after a point especially when having to cross. Be more aggressive going for balls,Complete
2689,,511,683,2024-07-29,5.0,5.0,5.0,5.0,5.0,5.0,"Super great! Perfect shifts, great balancer",Complete
2688,,513,683,2024-07-29,5.0,5.0,5.0,5.0,5.0,5.0,Super fast and aware. Another great girl for finals! Let’s make sure she sticks around to be a future captain! Perfect shift!,Complete
2687,,647,683,2024-07-29,5.0,5.0,5.0,5.0,5.0,5.0,"Great balancing, fast and furious, my bet for a girl on men’s finals",Complete
2686,,583,577,2024-07-29,2.5,1.5,,2.0,4.0,3.0,"Judie is as seasoned as it gets, just her agility and awareness causes slight messiness on the courts sometimes.",Complete
2685,,532,577,2024-07-29,4.0,,,,,,No mistakes,Complete
2684,,562,597,2024-07-29,3.5,,,,,,,Complete
2683,,679,597,2024-07-29,3.5,,,,,,"Solid rookie net. Didn’t notice a lot, could maybe make a few better decisions on run back to position",Complete
2682,,536,597,2024-07-29,4.0,,,,,,Really good. Great hustle with tough stadium towel position,Complete
2680,,616,597,2024-07-29,3.5,,,,,,"Impressed with her today! Really good overall. Dinging for 1 slight error, but she’s really good!",Complete
2679,,586,597,2024-07-29,4.5,,,,,,"Fostered a toxic team environment that was unconducive to our team’s success on the court. Nah jk, was fun to have mike on the team today",Complete
2678,,528,591,2024-07-29,3.0,3.0,3.0,3.0,3.0,4.0,Solid back. Good effort. Good court awareness and adjusts to each player. Needs to work on balancing earlier before the player is on the baseline.,Complete
2677,,520,601,2024-07-29,3.5,4.0,4.5,5.0,4.5,5.0,High effort. High energy. Would like to see some more leadership skills off court. On court is great.,Complete
2676,,675,591,2024-07-29,2.0,2.0,2.0,2.0,2.0,3.0,Ok back. Needs to work on reading player tendencies. I feel like she was caught off guard a lot by many balls today. Could work on rolls; a bit bouncy. Caused a let with Carly while trying to pass balls in the back and had to replay the point. Not the best scenario. Good job of serving the player first.,Complete
2675,,615,601,2024-07-29,3.5,3.5,3.5,3.0,3.0,3.5,Great effort.  Good athleticism.  Could be more confident in decision making.,Complete
2674,,524,591,2024-07-29,3.0,3.0,3.0,3.0,3.0,3.0,Good back. Needs to work on balancing before the player is on the line. There were opportunities for her to do that today but she didn't. She also sometimes throws balances underhand. I told preferred not to do that when I noticed and I haven't seen it since.,Complete
2673,,572,601,2024-07-29,4.0,4.0,3.0,4.5,3.5,4.5,Could work on toning down rolls.  High effort.  great captain and leadership the day I was on his team.,Complete
2672,,609,601,2024-07-29,4.0,4.0,4.0,4.0,4.0,4.0,,Complete
2671,,562,601,2024-07-29,4.0,4.0,4.0,4.0,4.0,4.5,,Complete
2670,,669,591,2024-07-29,2.0,2.0,2.0,2.0,2.0,3.0,Needs to improve court awareness. Rolls are a bit too slow. Tried to give me the balls when they weren't supposed to change sides. Needs to work on looking both ways at the net. He did a successful tiebreaker today but only because he was watching what his experienced net partner was doing.,Complete
2669,,628,601,2024-07-29,3.0,3.0,3.0,3.0,3.0,3.5,,Complete
2668,,536,601,2024-07-29,4.5,3.5,4.5,4.0,3.5,5.0,Big fan of his work and effort.,Complete
2667,,626,601,2024-07-29,4.0,4.5,4.5,4.0,4.5,5.0,Great shift.  High effort.,Complete
2666,,515,601,2024-07-29,3.0,3.5,3.5,3.0,3.0,3.0,Gets flustered.  Good effort but seems to get frustrated at times.,Complete
2665,,564,601,2024-07-29,4.5,4.5,4.5,5.0,4.5,4.5,Always high effort and aware.,Complete
2664,,525,601,2024-07-29,4.0,3.5,3.5,4.0,4.0,3.5,,Complete
2663,,663,601,2024-07-29,3.5,3.0,3.5,3.5,4.0,3.5,Good shifts.  Limited mobility at times.  Getting more comfortable.,Complete
2662,,654,601,2024-07-29,4.5,4.0,5.0,5.0,4.5,5.0,"Great shift after rain delay.  high effort, pro-active.",Complete
2661,,635,601,2024-07-29,4.0,4.5,4.0,4.5,4.0,4.5,Very solid.  Knows what is happening at most times. Would consider solid for any team/situation.,Complete
2660,,675,595,2024-07-29,3.0,3.0,3.5,3.0,3.0,3.0,"A little more confidence and awareness would go a long way. Caused a let in a weird transfer – not her fault necessarily, but probably worth pointing out. Don't let that be the determining factor, though.",Complete
2659,,675,595,2024-07-29,3.0,3.0,3.5,3.0,3.0,3.0,"A little more confidence and awareness would go a long way. Caused a let in a weird transfer – not her fault necessarily, but probably worth pointing out. Don't let that be the determining factor, though.",Complete
2658,,574,581,2024-07-29,4.0,,,,,,Confident leadership of his team on stadium but I did have to remind him not to pouch his rookie net partner so much as it his job as a captain to help train her and not to take balls she should be getting....,Complete
2657,,583,581,2024-07-29,3.0,,,,,,Had some difficult misses on stadium court resulting in delays but did well on grandstand during the Shelton doubles. Served to the player well,Complete
2656,,620,581,2024-07-29,4.5,,,,,5.0,Was able to beat Lawrenz to a ball in the center of stadium court. An achievement few are able to match...,Complete
2654,,628,581,2024-07-29,3.0,,,,,,Good court awarness but still some indecisiveness about committing to runs,Complete
2653,,664,581,2024-07-29,2.0,,,,,,Did loose track of score in doubles and was slow to get balls to other side at end of game,Complete
2652,,672,581,2024-07-29,4.0,,5.0,,,,"Easily some of the best rolls, incredibly quick and flat",Complete
2651,,532,581,2024-07-29,3.0,,,,,,"Good awarness for ball switch, quick reaction saved a ball about to head to a wet spot on court",Complete
2650,,676,592,2024-07-29,2.0,2.0,1.0,1.5,1.0,2.5,"Shift 1:
hesitates. Cactus arms",Complete
2649,,514,575,2024-07-29,4.0,4.0,4.5,4.5,4.0,4.5,should spread the towel out when giving to players instead of giving it to them bunched up. Did better with this throughout the day. Remember to put last ball down,Complete
2648,,518,592,2024-07-29,2.5,3.0,2.5,2.0,3.0,2.5,"Shift 2
forgot even game change. Cactus arm",Complete
2647,,518,592,2024-07-29,3.0,3.0,3.0,3.5,3.5,4.0,last ball in play is down. Good communication to balance. Good hustle,Complete
2646,,551,592,2024-07-29,3.0,2.5,1.0,3.5,1.5,3.0,"Shift 1
bouncy rolls. Poaches",Complete
2645,,666,575,2024-07-29,1.5,2.0,1.5,2.0,2.5,3.0,Should be looking both ways after points. Can roll balls down much faster. Needs to be more aggressive going for balls and needs to be quicker in general,Complete
2644,,523,577,2024-07-29,4.0,,,4.0,,,Made a good switch to the other side when I was coming back from the net,Complete
2643,,654,594,2024-07-29,4.0,3.0,4.0,4.0,5.0,4.0,Tony kicks BUTT and I will not be able to do what he does at that age. My joints already hurt what the heck,Complete
2642,,649,594,2024-07-29,4.0,4.0,4.0,4.0,4.0,4.0,Improved with exposure to Carly Mew,Complete
2641,,564,594,2024-07-29,4.0,4.0,4.0,4.0,4.0,4.0,He runs with his tongue out lmao,Complete
